GradeID,STUID,COURSECODE,COURSEGRADE
1,1,CMPS142,F
2,1,CMPS145,D+
3,1,HIST201,B
4,4,CMPS247,C
5,4,MATH125,F
6,4,CMPS156,C
7,4,CMPS245,A-
8,4,MATH210,WP
9,4,CMPS156,C
10,4,CMPS146,C
11,4,CMPS245,C
12,4,CMPS248,B+
13,4,CMPS155,C+
14,4,CMPS157,C
15,4,MATH125,B
16,4,CMPS260,B+
17,4,SOCL221,B
18,4,CMPS156,F
19,4,MATH124,D+
20,4,CMPS246,C+
21,4,MATH124,C
22,4,MATH210,C
23,4,CMPS256,B
24,4,CMPS255,C+
25,89,CMPS2171,B
26,89,CMPS2191,F
27,89,CMPS1131,WP
28,89,HIST201,A-
29,89,PHYS1015,C+
30,89,ENGL111,RE
31,89,ENGL112,B+
32,89,MATH1201,RE
33,89,MATH1302,C
34,89,MATH2201,C
35,89,PHYS1015L,A-
36,89,CMPS2191,F
37,89,SPAN111,B+
38,89,GSTU101,A
39,89,MAT103,RE
40,89,CMPS213,B
41,89,CMPS2191,C
42,89,CMPS1232,D
43,89,CMPS142,C
44,89,CMPS142,B+
45,89,CMPS157,B
46,89,MGMT101,A-
47,89,PHYS1015,RE
48,89,CMPS2171,F
49,113,CMPS155,D
50,113,CMPS213,B
51,113,CMPS145,B
52,113,ENGL112,D+
53,113,GSTU101,B
54,113,MATH101,D+
55,113,MATH101,B+
56,113,CMPS156,F
57,113,MAT103,A
58,113,CMPS244,B
59,113,GSTU101,D+
60,113,ENGL111,C
61,113,CMPS142,D+
62,113,CMPS245,C+
63,113,HIST201,C+
64,113,CMPS144,C+
65,113,CMPS157,C+
66,113,SPAN111,F
67,113,CMPS146,F
68,113,HIST201,D+
69,113,SPAN111,C
70,113,CMPS142,B+
71,113,SOCL221,C+
72,113,PSYC221,C+
73,113,CMPS146,D+
74,113,CMPS155,C
75,113,CMPS157,D+
76,113,ENGL112,C
77,113,MAT103,WP
78,113,CMPS247,B
79,113,CMPS255,C
80,551,BIOL090,P
81,551,MGMT101,C+
82,551,CMPS140,F
83,551,CHEM090,P
84,639,ENGL1014,F
85,639,MATH1151,F
86,639,MATH1201,F
87,639,CMPS1131,F
88,639,CMPS1134,F
89,653,NRMP101,RE
90,653,CMPS150,D
91,653,MATH121,B
92,653,BCOM210,RE
93,653,SPAN111,RE
94,653,ACTG202,D
95,749,CMPS142,WP
96,749,CMPS140,F
97,749,MATH101,WF
98,1217,CHEM090,RE
99,1217,MATH121,B+
100,1217,CMPS157,B+
101,1217,ENGL112,B
102,1217,ENGL111,B
103,1217,CMPS144,C+
104,1217,CMPS156,B+
105,1217,CMPS246,B
106,1217,MATH210,B
107,1217,CMPS256,B+
108,1217,CMPS260,B
109,1217,PSYC221,B
110,1217,MATH125,B+
111,1217,CMPS245,B+
112,1217,HIST201,C+
113,1217,SPAN111,A-
114,1217,CMPS247,A-
115,1217,SOCL221,B
116,1217,CMPS255,B+
117,1217,MAT090,RE
118,1217,GSTU101,A-
119,1217,CMPS145,C+
120,1217,MATH124,C+
121,1217,ENGL090,RE
122,1217,CMPS146,B
123,1217,CMPS155,B
124,1217,CMPS248,A-
125,1303,CMPS260,B
126,1303,CMPS247,A-
127,1303,CMPS312,C+
128,1303,CMPS146,B+
129,1303,CMPS157,B+
130,1303,CMPS155,B
131,1303,CMPS256,B
132,1303,CMPS248,B
133,1303,CMPS316,B
134,1303,CMPS245,C+
135,1303,CMPS144,B
136,1303,CMPS156,B
137,1303,CMPS246,B+
138,1303,SOCL221,C+
139,1303,CMPS314,D
140,1303,MATH480,B+
141,1303,CMPS255,C+
142,1303,MATH330,B
143,1303,MATH441,B
144,1353,GSTU101,F
145,1353,CMPS145,D
146,1353,SPAN111,D
147,1353,CMPS155,F
148,1353,EENG2151,B+
149,1353,MGMT1014,C+
150,1353,CMPS140,D
151,1353,EMAT1101,B+
152,1353,MATH121,F
153,1353,ENGL3105,B+
154,1353,PHIL1014,B+
155,1353,ENGL111,F
156,1353,SPAN111,C
157,1353,CMPS146,NG
158,1652,ENGL111,B
159,1652,CMPS146,C
160,1652,ENGL112,C
161,1652,MATH124,D
162,1652,GSTU101,D+
163,1652,SPAN111,C
164,1652,CMPS155,C
165,1652,CMPS157,D+
166,1652,MATH125,F
167,1652,HIST201,C+
168,1652,MATH125,D+
169,1652,SOCL221,NG
170,1652,PSYC221,F
171,1652,CMPS145,A-
172,1652,CMPS248,W
173,1652,CMPS247,D
174,1652,SOCL221,RE
175,1652,CMPS247,F
176,1652,MATH121,C+
177,1652,PSYC221,RE
178,1652,CMPS156,F
179,1652,CMPS247,RE
180,1652,ENGL112,C+
181,1652,PSYC221,C+
182,1652,SOCL221,D+
183,2030,EDUC240,A-
184,2030,CMPS157,B
185,2030,CMPS246,C
186,2030,CMPS255,C
187,2030,CMPS155,C+
188,2030,CMPS156,D+
189,2030,CMPS260,B+
190,2030,CMPS332,A
191,2030,CMPS248,A-
192,2030,MATH124,C
193,2077,CMPS140,C+
194,2077,GSTU101,D+
195,2077,ENGL111,F
196,2077,MGMT101,F
197,2077,ACTG201,C
198,2077,ENGL090,F
199,2158,ENGL1014,B+
200,2158,MGMT1014,B+
201,2158,PHYS1015,C+
202,2158,CMPS2171,C+
203,2158,CMPS2191,B
204,2158,CMPS1232,WP
205,2158,CMPS2111,C+
206,2158,CMPS2191,B+
207,2158,CMPS1232,F
208,2158,CMPS2151,B
209,2158,MATH2201,D
210,2158,MATH1201,B
211,2158,CMPS1212,A
212,2158,ENGL1025,B
213,2158,HIST1014,A-
214,2158,PSYC1014,C
215,2158,SPAN1025,C+
216,2158,CMPS1232,D+
217,2158,CMPS2992,A-
218,2158,CMPS1014,B
219,2158,CMPS1131,C
220,2158,MATH1302,C
221,2158,CMPS1131,B
222,2158,CMPS1232,C
223,2158,CMPS2131,C+
224,2158,MATH2201,D+
225,2158,CMPS2252,B
226,2158,PHYS1015L,A
227,2158,MATH2201,WF
228,2158,CMPS2212,C+
229,2158,CMPS2232,C+
230,2158,MATH2201,C
231,2158,MATH1151,C+
232,2158,SPAN1015,A-
233,2158,MATH2201,D
234,2158,SOCL1014,B
235,2515,SPAN202,B
236,2515,CMPS256,C+
237,2515,MATH101,C
238,2515,CMPS157,C
239,2515,MATH104,D+
240,2515,MAT103,D+
241,2515,PHYS241,C+
242,2515,CMPS242,B
243,2515,MATH101,C
244,2515,CMPS245,C
245,2515,CMPS255,B
246,2515,CMPS142,C+
247,2515,CMPS144,C
248,2515,MAT103,C
249,2515,CMPS244,C
250,2515,CMPS247,B+
251,2515,MATH104,F
252,2515,CMPS156,C+
253,2694,PLAS0014,A
254,2694,PHIL1014,C
255,2694,CMPS1131,NG
256,2694,SPAN2015,P
257,2694,CMPS2111,NG
258,2694,CMPS1134,NG
259,2694,MATH1151,NG
260,2694,CMPS1131,W
261,2694,CMPS1134,B+
262,2788,CMPS2191,B+
263,2788,CMPS1212,A-
264,2788,CMPS1131,WP
265,2788,CMPS1131,D
266,2792,CMPS255,B+
267,2792,CMPS260,A
268,2792,CMPS256,A
269,2792,PHYS241,B
270,3136,CMPS1134,F
271,3136,CMPS1131,F
272,3136,SPAN1015,F
273,3301,HIST201,F
274,3301,MATH125,C+
275,3301,CMPS248,C+
276,3301,CMPS246,C
277,3301,CMPS256,F
278,3301,MATH104,F
279,3301,CMPS142,W
280,3301,CMPS142,F
281,3301,MATH121,C
282,3301,ENGL111,B
283,3301,CMPS140,B+
284,3301,MAT103,F
285,3301,HIST201,C+
286,3301,ENGL112,B+
287,3301,MAT103,WP
288,3301,CMPS260,C+
289,3301,MATH121,B
290,3301,CMPS155,B+
291,3301,CMPS247,B+
292,3301,MAT103,NG
293,3301,GSTU101,A-
294,3301,CMPS145,D+
295,3301,CMPS142,F
296,3301,CMPS142,F
297,3301,PSYC221,D+
298,3301,SOCL221,D
299,3573,MATH121,C
300,3573,SPAN111,C
301,3573,MATH121,D+
302,3573,MATH090,C+
303,3573,GSTU101,B
304,3573,CMPS145,B
305,3573,CMPS146,C+
306,3573,ENGL111,B
307,3573,ENG090,C
308,3573,CMPS157,F
309,3573,SPAN111,A
310,3573,CMPS157,W
311,3573,CMPS155,B+
312,3573,PHIL210,B+
313,3573,HIST201,C+
314,3573,MATH121,C
315,3573,ENGL112,B
316,3593,CMPS247,D+
317,3593,GSTU101,NG
318,3593,CMPS157,D+
319,3593,CMPS142,F
320,3593,CMPS142,D
321,3593,CMPS145,F
322,3593,HIST201,D
323,3593,CMPS144,A-
324,3593,CMPS245,C
325,3593,CMPS157,C
326,3593,CMPS156,WF
327,3593,CMPS145,B+
328,3593,SPAN111,A
329,3593,CMPS155,C
330,3593,CMPS145,D
331,3593,MAT103,D+
332,3593,PSYC221,B
333,3641,MATH124,WF
334,3641,CMPS246,C
335,3641,CMPS256,C
336,3641,CMPS156,B
337,3641,CMPS155,A-
338,3641,CMPS255,C+
339,3641,CMPS256,B+
340,3641,MATH104,C+
341,3641,MATH104,WF
342,3641,MATH203,W
343,3641,MATH125,D+
344,3641,MATH125,B
345,3641,PSYC221,B
346,3641,CMPS144,C+
347,3641,CMPS155,C
348,3641,CMPS157,C+
349,3641,CMPS247,A-
350,3641,SOCL221,B
351,3641,CMPS242,F
352,3641,CMPS244,F
353,3641,MGMT101,A-
354,3641,CMPS245,B+
355,3641,CMPS260,A
356,3641,ENGL112,C+
357,3641,CMPS248,A-
358,3641,GSTU101,B+
359,3641,HIST201,B
360,3641,CMPS144,A
361,3641,MATH124,C
362,3641,CMPS246,B
363,3641,SPAN111,A
364,3641,CMPS319,F
365,3845,CMPS144,C
366,3845,MATH124,D+
367,3845,MATH210,B
368,3845,CMPS140,A-
369,3845,HIST201,A-
370,3845,CMPS156,C+
371,3845,CMPS255,C+
372,3845,CMPS248,B+
373,3845,CMPS155,B+
374,3845,CMPS247,A-
375,3845,CMPS145,D+
376,3845,CMPS245,C+
377,3845,CMPS146,B+
378,3845,CMPS246,B+
379,3845,CMPS256,B
380,3845,CMPS260,B+
381,3845,MATH210,F
382,3845,SPAN111,A-
383,3845,CMPS157,B+
384,3864,PHYS241,RE
385,3864,CMPS144,RE
386,3864,CMPS157,RE
387,3864,GSTU101,B+
388,3864,CMPS142,C+
389,3864,ECON101,A-
390,3864,MAT103,C+
391,3864,MATH104,RE
392,3864,PSYC221,RE
393,3864,MATH102,RE
394,3874,CMCN209,B+
395,3874,CMPS157,B
396,3874,CMPS213,B+
397,3874,CMPS245,C
398,3874,CMPS247,A
399,3874,CMPS142,A-
400,3880,MATH125,A
401,3880,CMPS155,A
402,3880,MATH210,A
403,3880,MATH124,A-
404,3880,CMPS157,A
405,3880,SOCL221,A
406,3880,CMPS142,A
407,3880,SPAN111,A
408,3880,CMPS144,A
409,4258,SPAN111,C+
410,4258,MGMT101,B+
411,4258,CMPS244,C
412,4258,MATH104,F
413,4258,MATH203,D+
414,4258,PHYS241,C
415,4258,MATH101,D
416,4258,CMPS255,C+
417,4258,CMPS260,C
418,4258,CMPS157,C
419,4258,CMPS242,B
420,4258,MATH1302,B
421,4258,MAT103,C+
422,4258,CMPS213,B
423,4258,CMPS245,F
424,4258,CMPS157,D+
425,4258,CMPS242,F
426,4258,CMPS245,C
427,4258,CMPS256,D
428,4258,MAT103,WF
429,4258,CMPS242,WP
430,4258,CMPS256,WP
431,4258,CMCN209,WP
432,4258,MATH203,C
433,4258,CMPS256,C+
434,4258,MATH104,D+
435,4258,GSTU101,B+
436,4258,CMPS144,B
437,4258,CMPS156,C
438,4258,CMPS247,B+
439,4258,PSYC221,B+
440,4258,MATH104,F
441,4258,CMPS142,C+
442,4258,MATH101,C+
443,4369,CMPS1212,B
444,4369,ENGL1025,TR
445,4369,MATH1151,TR
446,4369,MGMT1014,A-
447,4369,CMPS2151,B+
448,4369,CMPS2191,B
449,4369,CMPS2212,B+
450,4369,MATH3251,TR
451,4369,CMPS2111,B
452,4369,CMPS1014,TR
453,4369,HIST1014,TR
454,4369,MATH1302,TR
455,4369,MATH3151,TR
456,4369,PHIL1014,EX
457,4369,SPAN2015,TR
458,4369,CMPS1232,B+
459,4369,CMPS2131,A-
460,4369,CMPS2171,A-
461,4369,CMPS2992,A-
462,4369,ENGL1014,TR
463,4369,MATH1201,TR
464,4369,MATH2201,TR
465,4369,PHYS1015,TR
466,4369,CMPS1131,A
467,4369,CMPS2232,C
468,4369,CMPS2252,B+
469,4395,CMPS156,RE
470,4396,CMPS142,D+
471,4407,ENGL112,C+
472,4407,CMPS144,F
473,4407,HIST201,B+
474,4407,CMPS246,B+
475,4407,CMPS157,B+
476,4407,SPAN111,F
477,4407,CMPS156,C+
478,4407,SPAN111,B+
479,4407,CMPS140,A-
480,4407,GSTU101,A-
481,4407,CMPS155,F
482,4407,PSYC221,B
483,4407,SOCL221,B+
484,4407,CMPS255,B
485,4407,CMPS256,A-
486,4407,ENGL111,B+
487,4407,MATH101,A-
488,4407,MATH104,C+
489,4407,CMPS245,B+
490,4407,CMPS247,A
491,4407,CMPS155,A
492,4407,CMPS144,A-
493,4407,CMPS260,A
494,4407,MAT103,B
495,4407,MATH121,A
496,4407,CMPS142,A-
497,4407,CMPS248,A-
498,4446,CMPS156,B
499,4446,PHYS241,C+
500,4446,CMPS246,A-
501,4446,CMPS255,B
502,4446,CMPS260,B+
503,4446,CMPS142,A
504,4446,MATH104,C+
505,4446,MATH102,B+
506,4446,CMPS247,A-
507,4446,CMPS248,B
508,4446,CMPS145,A-
509,4446,CMPS245,C+
510,4446,ECON101,B+
511,4446,PHYS242,A
512,4446,CMPS144,A-
513,4446,CMPS256,C+
514,4446,ENGL112,C+
515,4446,MAT103,A-
516,4446,PSYC221,C+
517,4446,CMPS157,C+
518,4446,HIST201,C
519,4446,CMPS144,C
520,4484,CMPS142,A
521,4484,CMPS155,A-
522,4484,ENGL112,B+
523,4484,HIST201,B+
524,4484,ENGL111,B
525,4484,CMPS144,A-
526,4484,CMPS248,B
527,4484,CMPS256,B+
528,4484,MATH121,A-
529,4484,MATH125,A-
530,4484,CMPS260,A
531,4484,CMPS145,A-
532,4484,MATH124,C+
533,4484,MATH104,WP
534,4484,CMPS247,A-
535,4484,CMPS255,B
536,4484,CMPS156,A-
537,4484,CMPS245,C+
538,4484,SOCL221,B
539,4484,GSTU101,A-
540,4484,CMPS157,B
541,4484,CMPS246,B+
542,4484,MATH104,D+
543,4484,PSYC221,B
544,4508,HIST201,D
545,4508,SPAN111,F
546,4508,ENGL111,C+
547,4508,ACTG201,F
548,4508,SPAN111,C
549,4508,MGMT101,F
550,4508,PHIL210,B
551,4508,ECON222,B
552,4508,HIST201,C+
553,4508,MGMT101,C
554,4518,CMPS248,A-
555,4518,GSTU101,A-
556,4518,CMPS144,A
557,4518,CMPS155,B
558,4518,MATH124,A
559,4518,PHYS241,B+
560,4518,CMPS245,B+
561,4518,CMPS247,A
562,4518,CMPS142,A-
563,4518,MATH125,B+
564,4518,CMPS157,A-
565,4518,MATH104,B
566,4518,CMPS256,A-
567,4518,SOCL221,A-
568,4518,CMPS156,A
569,4518,CMPS246,B
570,4518,CMPS255,B+
571,4518,ENGL111,A-
572,4518,CMPS145,A-
573,4518,CMPS260,A
574,4538,SPAN111,C
575,4538,HIST201,A-
576,4538,PHYS241,A-
577,4538,MATH101,B+
578,4538,CMPS256,C+
579,4538,SOCL225,C+
580,4538,CMPS245,A-
581,4538,ENGL112,B
582,4538,MAT103,D+
583,4538,PSYC221,B+
584,4538,CMPS142,B
585,4538,MAT103,B
586,4538,CMPS144,A-
587,4538,CMPS255,B
588,4538,ENGL111,B
589,4538,CMPS145,A-
590,4538,CMPS157,A-
591,4538,CMPS247,A
592,4538,SPAN111,D
593,4538,MATH121,B+
594,4538,MATH104,A-
595,4538,CMPS156,B+
596,4538,CMPS246,B+
597,4538,CMPS248,A-
598,4538,MATH250,W
599,4538,GSTU101,B+
600,4538,CMPS155,A-
601,4538,CMPS260,A
602,4566,CMPS145,B
603,4566,CMPS247,A
604,4566,CMPS144,A
605,4566,CMPS155,A-
606,4566,CMPS157,B+
607,4566,CMPS255,B+
608,4566,CMPS248,B
609,4566,CMPS256,A-
610,4566,CMPS260,A
611,4566,SPAN111,A
612,4566,GSTU101,A
613,4566,PSYC221,C+
614,4566,CMPS142,A
615,4566,CMPS246,A-
616,4566,CMPS156,B
617,4566,SOCL221,A-
618,4566,HIST201,A-
619,4566,CMPS245,B+
620,4584,MAT103,WF
621,4584,CMPS140,C
622,4584,HIST201,WF
623,4584,CMPS213,F
624,4584,ENGL112,F
625,4584,ENGL090,P
626,4584,CMPS140,RE
627,4584,MGMT101,RE
628,4584,CMPS142,F
629,4584,ENGL111,C
630,4584,MGMT101,F
631,4584,HIST201,RE
632,4584,MATH101,RE
633,4584,PSYC221,D+
634,4584,GSTU101,C+
635,4584,CMPS142,WP
636,4584,ENGL111,RE
637,4584,SPAN201,A
638,4602,ENGL111,B
639,4602,CMPS156,WP
640,4602,CMPS247,B+
641,4602,CMPS256,B
642,4602,MATH104,F
643,4602,CMPS244,B+
644,4602,MATH104,C+
645,4602,MATH121,C
646,4602,CMPS246,B
647,4602,CMPS156,B+
648,4602,MGMT101,A-
649,4602,GSTU101,B+
650,4602,CMPS142,D+
651,4602,CMPS157,B+
652,4602,CMPS142,A-
653,4602,HIST201,B
654,4602,ACTG201,A-
655,4602,CMPS242,WP
656,4602,ACTG202,B
657,4602,CMPS144,B+
658,4602,HIST201,D+
659,4602,SOCL221,B+
660,4602,ECON101,B
661,4602,MATH104,WF
662,4602,CMPS145,B
663,4602,SPAN111,A
664,4602,CMPS155,C+
665,4602,MATH125,C+
666,4602,CMPS245,C+
667,4602,MAT103,C
668,4602,CMPS245,B+
669,4602,ENGL112,A-
670,4602,CMPS155,A
671,4602,PSYC221,B+
672,4602,CMPS248,B+
673,4602,CMPS255,B+
674,4602,CMPS260,A
675,4639,CMPS142,D
676,4639,ENGL111,B+
677,4639,MATH121,D
678,4639,CMPS144,B+
679,4639,CMPS157,C+
680,4639,CMPS145,B
681,4639,CMPS256,C
682,4639,CMPS155,B
683,4639,ENGL112,B
684,4639,HIST201,C
685,4639,CMPS248,A-
686,4639,CMPS256,C+
687,4639,MAT103,C
688,4639,SOCL221,B
689,4639,CMPS156,B
690,4639,CMPS255,B
691,4639,CMPS260,B
692,4639,MATH104,D
693,4639,CMPS145,B
694,4639,SPAN111,A
695,4639,MATH125,D+
696,4639,CMPS142,B+
697,4639,MATH121,C
698,4639,MATH104,F
699,4639,CMPS156,WP
700,4639,PSYC221,C+
701,4639,MATH104,WF
702,4639,GSTU101,B+
703,4639,CMPS245,B
704,4639,CMPS246,C
705,4639,CMPS247,A-
706,4639,CMPS246,B+
707,4639,MATH101,C
708,4672,CMPS142,B
709,4672,ENGL111,B
710,4672,MATH121,C+
711,4672,SPAN111,A
712,4672,CMPS155,B
713,4672,CMPS157,B
714,4672,CMPS260,A
715,4672,CMPS255,C+
716,4672,MATH104,WF
717,4672,CMPS255,D+
718,4672,GSTU101,B+
719,4672,CMPS144,B
720,4672,MATH125,B+
721,4672,CMPS248,A-
722,4672,CMPS256,B+
723,4672,CMPS156,C+
724,4672,MATH124,B
725,4672,SOCL221,B
726,4672,PSYC221,B+
727,4672,ENGL112,C+
728,4672,CMPS156,C
729,4672,CMPS245,C+
730,4672,CMPS246,C+
731,4672,CMPS247,C+
732,4672,HIST201,C+
733,4672,CMPS145,A-
734,4672,MATH104,C
735,4699,SPAN111,A
736,4699,HIST201,B
737,4699,MAT103,WF
738,4699,CMPS142,WP
739,4699,CMPS145,C+
740,4699,GSTU101,A-
741,4699,PHYS241,WF
742,4706,MATH1151,B+
743,4706,CMPS1131,A
744,4706,CMPS1171,A
745,4706,CMPS1211,B+
746,4706,CMPS1232,B
747,4706,PLAS0014,B
748,4706,SPAN1025,P
749,4706,MATH1201,C
750,4706,CMPS1134,A-
751,4706,MATH1302,B
752,4716,CMPS142,A
753,4716,PHIL210,B
754,4716,CMPS144,B+
755,4716,CMPS256,C
756,4716,BIOL121,B+
757,4716,CHEM121L,NG
758,4716,NRMP101,B
759,4716,CMPS260,A
760,4716,CMPS248,B+
761,4716,MAT103,C+
762,4716,CMPS157,B
763,4716,MATH104,D
764,4716,BIOL121L,NG
765,4716,NRMP208,B+
766,4716,CMPS255,B
767,4716,CMPS142,C+
768,4716,ENGL112,B+
769,4716,MATH102,C
770,4716,ECON101,B
771,4716,PHYS242,B+
772,4716,ANTH221,B+
773,4716,CHEM121,C
774,4716,CMPS256,B+
775,4716,PHYS241,B
776,4716,CMPS156,WP
777,4716,CMPS245,B+
778,4716,CMPS246,B
779,4716,BIOL121,F
780,4716,BIOL121L,NG
781,4716,CMPS156,B+
782,4716,NRMP105,C+
783,4716,CMPS145,A
784,4716,HIST201,B+
785,4716,CMPS247,A-
786,4716,MATH104,B
787,4751,ENGL111,B
788,4751,SPAN111,A-
789,4751,MATH101,WP
790,4751,GSTU101,NG
791,4751,CMPS140,F
792,4751,MAT103,WP
793,4751,CMPS142,F
794,4758,MATH090,P
795,4758,MATH121,C
796,4758,CMPS245,B
797,4758,HIST201,C
798,4758,CMPS144,A-
799,4758,CMPS140,A-
800,4758,CMPS248,C+
801,4758,CMPS142,B
802,4758,CMPS156,B
803,4758,CMPS155,A-
804,4758,CMPS256,C
805,4758,SOCL221,B
806,4758,ENG090,P
807,4758,SPAN111,F
808,4758,CMPS157,C
809,4758,CMPS247,B+
810,4758,MATH125,D+
811,4758,CMPS260,B
812,4758,MATH104,F
813,4758,MAT103,F
814,4758,CMPS246,B+
815,4758,GSTU101,B
816,4758,ENGL111,C+
817,4758,CMPS255,B+
818,4758,MAT103,B
819,4758,CMPS142,D+
820,4758,CMPS145,F
821,4758,ENGL112,C+
822,4758,SPAN111,A-
823,4758,PSYC221,B
824,4788,CMPS245,B
825,4788,MATH101,B+
826,4788,CMPS156,WP
827,4788,MAT103,C+
828,4788,GSTU101,B+
829,4788,HIST201,A
830,4788,MATH104,C+
831,4788,CMPS157,C
832,4788,MGMT101,A-
833,4788,PHYS241,C+
834,4798,CMPS142,C+
835,4798,CMPS157,B+
836,4798,CMPS144,B+
837,4798,ENGL112,B
838,4798,CMPS245,C+
839,4798,CMPS255,D
840,4798,MAT103,B
841,4798,CMPS247,A-
842,4798,SOST290,B
843,4798,CMPS246,C
844,4798,CMPS260,B
845,4798,CMPS145,B+
846,4798,ENGL111,B+
847,4798,CMPS156,D+
848,4798,CMPS256,C+
849,4798,CMPS246,D+
850,4798,MAT103,WF
851,4798,MATH124,WP
852,4798,CMPS255,D+
853,4798,CMPS156,C+
854,4818,ENGL111,F
855,4818,MATH121,D
856,4818,GSTU101,C+
857,4818,CMPS145,F
858,4818,CMPS144,NG
859,4818,ENGL112,NG
860,4818,CMPS142,F
861,4818,CMPS142,F
862,4818,ENGL111,NG
863,4818,SPAN111,NG
864,4818,CMPS145,D+
865,4829,CMPS157,B
866,4829,MATH124,C
867,4829,CMPS248,A-
868,4829,MATH104,WF
869,4829,CMPS156,D
870,4829,CMPS156,C+
871,4829,CMPS145,A-
872,4829,MATH121,B+
873,4829,MATH125,A-
874,4829,CMPS155,B+
875,4829,CMPS156,C
876,4829,CMPS245,C+
877,4829,CMPS260,B+
878,4829,MGMT101,B
879,4829,CMPS142,B+
880,4829,SPAN111,A
881,4829,CMPS144,B+
882,4829,CMPS255,D
883,4829,CMPS256,B
884,4829,SOCL221,B
885,4829,GSTU101,A-
886,4829,ENGL112,C+
887,4829,CMPS246,C
888,4829,HIST201,B
889,4829,MATH104,C+
890,4829,CMPS246,B
891,4829,CMPS255,D
892,4829,ENGL111,B
893,4829,CMPS247,B+
894,4829,PSYC221,B+
895,4859,GSTU101,B+
896,4859,CMPS213,C+
897,4859,MATH203,B+
898,4859,CMPS245,C+
899,4859,CMPS244,B
900,4859,CMPS247,A-
901,4859,HIST201,A-
902,4859,PSYC221,C
903,4859,CMPS360,B
904,4859,MATH203,D
905,4869,CMPS142,F
906,4869,SPAN111,A
907,4869,ENGL112,NG
908,4869,GSTU101,C+
909,4869,MATH121,WP
910,4869,ENGL111,C
911,4869,MATH124,NG
912,4869,PSYC221,NG
913,4869,CMPS145,C
914,4869,CMPS155,NG
915,4869,MATH121,NG
916,4880,GSTU101,A-
917,4880,CMPS145,A-
918,4880,ENGL111,B+
919,4880,CMPS155,A-
920,4880,MATH125,B+
921,4880,HIST201,C+
922,4880,MATH104,D
923,4880,MATH121,B
924,4880,ENGL112,C+
925,4880,MATH124,C
926,4880,CMPS246,C+
927,4880,CMPS255,C
928,4880,SOCL221,C+
929,4880,CMPS157,B
930,4880,CMPS245,C+
931,4880,CMPS142,B
932,4880,SPAN111,C+
933,4880,CMPS144,A-
934,4880,CMPS248,A-
935,4880,CMPS256,C+
936,4880,CMPS142,C
937,4880,CMPS156,D
938,4880,CMPS247,B+
939,4880,PSYC221,C
940,4880,CMPS156,B
941,4880,CMPS260,A
942,4880,CMPS255,C+
943,4920,MAT103,WF
944,4920,CMPS213,A-
945,4920,CMPS144,WF
946,4920,CMPS157,A-
947,4920,PSYC221,B+
948,4920,CMPS247,A
949,4920,CMPS142,B+
950,4920,MATH101,D
951,4920,MATH101,B+
952,4929,GSTU101,A-
953,4929,CMPS140,B
954,4929,HIST201,A-
955,4929,PSYC221,C+
956,4929,SPAN101,A
957,4934,CMPS145,B+
958,4934,HIST201,B+
959,4934,CMPS142,D+
960,4934,CMPS157,C+
961,4934,MATH124,F
962,4934,CMPS156,C
963,4934,HIST201,C+
964,4934,MATH104,C
965,4934,CMPS144,B+
966,4934,CMCN209,B+
967,4934,GSTU101,A
968,4934,SPAN111,C
969,4934,MATH125,B+
970,4934,CMPS242,A-
971,4934,CMPS256,A-
972,4934,SOCL221,C+
973,4934,MATH121,B
974,4934,CMPS144,C+
975,4934,MATH104,B+
976,4934,CMPS156,C+
977,4934,ENGL111,B+
978,4934,CMPS248,B+
979,4934,CMPS245,C+
980,4934,CMPS247,B+
981,4934,PHYS241,W
982,4934,CMPS155,C
983,4934,ENGL112,B+
984,4934,CMPS246,C
985,4934,CMPS255,B
986,4963,MATH121,A
987,4963,MATH124,A
988,4963,MATH125,A
989,4963,CMPS245,B+
990,4963,CMPS247,A-
991,4963,MATH104,A
992,4963,CMPS255,B+
993,4963,PSYC221,A-
994,4963,ENGL111,A
995,4963,SPAN111,A
996,4963,CMPS157,A
997,4963,CMPS156,B
998,4963,CMPS248,A-
999,4963,CMPS260,A
1000,4963,GSTU101,A-
1001,4963,CMPS142,A
1002,4963,CMPS145,A
1003,4963,CMPS155,A
1004,4963,ENGL112,A
1005,4963,SOCL221,B+
1006,4963,CMPS144,A
1007,4963,CMPS246,A
1008,4963,HIST201,B
1009,4963,CMPS256,A
1010,4987,CMPS246,B
1011,4987,MATH121,C+
1012,4987,MATH125,B+
1013,4987,MATH104,WF
1014,4987,CMPS245,C+
1015,4987,GSTU101,A-
1016,4987,CMPS145,A-
1017,4987,ENGL112,B
1018,4987,CMPS247,A-
1019,4987,CMPS142,A-
1020,4987,MATH121,C+
1021,4987,CMPS156,C+
1022,4987,PSYC221,C+
1023,4987,CMPS260,B
1024,4987,ENGL111,B+
1025,4987,SPAN111,C+
1026,4987,MATH124,C
1027,4987,CMPS155,B
1028,4987,CMPS157,B+
1029,4987,CMPS156,W
1030,4987,HIST201,C+
1031,4987,CMPS256,WP
1032,4987,SOCL221,C+
1033,4987,CMPS255,B
1034,4987,CMPS256,B+
1035,4987,CMPS142,D
1036,4987,CMPS144,B
1037,4987,CMPS248,A-
1038,4987,MATH104,C
1039,5016,CMPS314,RE
1040,5016,CMPS247,A-
1041,5016,PSYC221,B
1042,5016,GSTU101,A
1043,5016,MATH124,B+
1044,5016,CMPS248,B+
